,Carat,table,depth,x,y,z,cut,color,clarity,price
5458,0.76,59.0,60.6,5.85,5.94,3.57,Very Good,E,VVS2,3833
40394,0.7983089555010006,56.0,62.8,4.96,4.93,3.11,Very Good,G,SI1,1133
9530,1.01,56.0,61.1,6.49,6.51,3.97,Ideal,J,VS2,4617
17201,0.9,59.0,62.6,6.11,6.15,3.84,Very Good,D,VVS2,6872
48311,0.25,55.0,62.9,4.01,4.05,2.53,Ideal,F,SI1,535
25430,1.5,60.0,62.3,7.27,7.2,4.51,Premium,E,VS2,14179
25430,1.5,60.0,62.3,7.27,7.2,4.51,Premium,E,VS2,14179
28194,0.4,57.0,61.4,4.68,4.74,2.89,Very Good,E,SI2,666
47096,0.53,55.0,63.4,5.23,5.11,3.28,Very Good,D,VS2,1825
47096,0.53,55.0,63.4,5.23,5.11,3.28,Very Good,D,VS2,1825
15217,1.01,59.0,59.2,6.59,6.52,3.537891143452734,Premium,G,VS2,6108
43336,0.55,58.0,63.1,5.2,5.23,3.29,Good,E,SI1,1406
49840,0.59,56.0,62.2,5.35,5.39,3.34,Ideal,G,SI1,2169
52951,0.24,58.0,62.9,3.96,3.99,2.5,Very Good,D,VVS2,552
5018,0.93,58.0,63.0,6.16,6.18,3.89,Very Good,E,SI2,3746
49637,0.7983089555010006,58.0,62.3,4.42,4.37,2.74,Premium,G,SI2,540
14211,1.21,56.0,61.6,6.89,6.85,4.23,Premium,I,SI1,5760
11489,1.16,58.0,62.4,6.69,6.65,4.16,Premium,I,VS2,5016
11489,1.16,58.0,62.4,6.69,6.65,4.16,Premium,I,VS2,5016
48610,0.7,56.0,65.3,5.729355091583495,5.54,3.63,Fair,E,SI2,1998
2164,0.7,60.0,61.2,5.73,5.77,3.52,Very Good,D,VS2,3131
33468,0.32,56.0,61.2,4.44,4.41,2.71,Ideal,F,VS2,828
52959,0.24,58.0,59.7,4.07,4.1,2.44,Very Good,E,VVS1,552
23674,1.63,59.0,61.0,7.64,7.58,4.64,Premium,G,SI1,11721
32080,0.33,54.0,62.8,4.43,4.46,2.79,Very Good,D,VS2,781
35703,0.3,54.0,61.4,4.34,4.33,2.66,Ideal,D,VS2,911
6383,0.25,58.0,61.1,4.08,4.1,2.5,Premium,F,IF,576
1899,0.72,59.0,62.5,5.7,5.73,3.57,Premium,E,VS2,3078
50373,0.53,57.0,61.4,5.17,5.2,3.18,Ideal,G,VVS2,2250
50373,0.53,57.0,61.4,5.17,5.2,3.18,Ideal,G,VVS2,2250
18561,1.21,58.0,62.3,6.76,6.8,4.22,Ideal,G,SI1,7568
50672,0.7983089555010006,57.0,59.8,4.57,4.59,2.74,Ideal,G,IF,2287
48487,0.5,61.0,61.3,5.1,5.04,3.11,Premium,D,VS2,1980
37424,0.33,56.0,61.5,4.46,4.49,2.75,Ideal,E,VVS1,984
13714,0.7983089555010006,57.0,62.0,4.26,4.29,2.65,Ideal,E,VS2,603
11253,1.01,57.0,62.1,6.41,6.48,4.0,Very Good,F,SI1,4969
13336,1.22,57.0,60.8,6.85,6.89,4.18,Ideal,J,VS1,5504
25524,2.0,57.0,61.76785962072156,8.02,8.18,4.94,Ideal,H,SI2,14340
28270,0.25,64.0,61.76785962072156,4.21,4.23,2.33,Fair,E,VS1,361
7294,0.9,57.0,60.9,6.2,6.24,3.79,Ideal,H,VS1,4201
25242,1.5,55.0,63.6,7.27,7.22,4.61,Good,F,VS2,13853
15079,1.32,58.0,64.8,6.9,6.83,4.45,Fair,I,SI1,6061
4351,0.7,57.0,61.0,5.71,5.76,3.5,Ideal,F,SI1,3602
4351,0.7,57.0,61.0,5.71,5.76,3.5,Ideal,F,SI1,3602
51700,0.7,59.0,62.4,5.64,5.71,3.54,Ideal,F,VS2,2400
15560,1.01,60.0,60.5,6.44,6.52,3.92,Very Good,G,VS1,6239
45884,0.58,56.0,61.1,5.4,5.43,3.31,Ideal,G,VS2,1719
39767,0.36,57.0,61.6,4.58,4.54,2.81,Ideal,E,VS1,1094
7281,1.0,62.0,61.0,6.41,6.34,3.89,Premium,G,SI2,4200
48571,0.71,58.0,64.1,5.61,5.65,3.61,Very Good,J,VS1,1993
3182,0.91,57.42490893754073,63.3,6.08,6.12,3.86,Good,G,SI2,3340
44807,0.5,59.0,59.9,5.12,5.16,3.08,Premium,G,VS1,1624
49339,0.81,60.0,63.2,5.82,5.79,3.67,Very Good,G,SI2,2095
41374,0.51,57.42490893754073,63.6,5.08,5.11,3.24,Ideal,F,SI1,1220
41374,0.51,57.42490893754073,63.6,5.08,5.11,3.24,Ideal,F,SI1,1220
44882,0.7983089555010006,56.0,61.3,5.16,5.11,3.15,Premium,E,VS2,1629
4418,1.04,58.0,62.4,6.49,6.4,4.02,Premium,H,SI2,3611
3225,0.76,56.0,60.2,5.92,5.95,3.57,Ideal,D,VS2,3352
21141,1.39,54.0,61.2,7.23,7.25,4.43,Ideal,H,VVS2,9298
35788,0.7983089555010006,55.0,57.7,4.51,4.6,2.63,Good,E,IF,912
42645,0.4,57.0,61.7,4.7,4.74,2.91,Ideal,E,VVS1,1333
12658,1.02,58.0,62.3,6.38,6.46,4.0,Premium,F,SI1,5301
43315,0.38,55.0,61.4,4.68,4.74,2.89,Ideal,E,IF,1402
20242,1.13,56.0,61.1,6.7,6.79,4.12,Ideal,F,VS1,8674
9459,0.7983089555010006,62.0,62.6,6.49,5.734447312568118,4.05,Premium,G,SI2,4598
10423,1.01,57.0,61.5,6.43,6.45,3.96,Ideal,G,SI2,4783
10423,1.01,57.0,61.5,6.43,6.45,3.96,Ideal,G,SI2,4783
52057,0.7,55.0,61.2,5.68,5.72,3.49,Very Good,H,VS1,2453
17544,1.01,60.0,63.6,6.36,6.31,3.537891143452734,Good,F,VVS2,7059
32295,0.25,56.0,62.7,4.01,4.04,2.52,Ideal,G,VS1,454
38468,0.41,55.0,62.2,4.79,4.76,2.97,Ideal,E,VS1,1030
30359,0.39,55.0,60.6,4.73,4.78,2.88,Ideal,D,SI1,729
18779,1.53,58.0,62.4,7.31,7.37,4.58,Ideal,I,SI2,7678
49160,0.69,57.42490893754073,57.8,5.9,5.84,3.39,Fair,G,VS1,2070
35570,0.35,57.42490893754073,60.5,4.6,4.52,2.76,Ideal,G,VS2,906
33794,0.7983089555010006,56.0,62.3,4.37,4.4,2.73,Ideal,E,VVS2,842
32121,0.34,55.0,61.76785962072156,4.49,4.52,2.78,Ideal,F,VVS2,784
30846,0.33,55.0,62.0,4.46,4.44,2.76,Ideal,H,VS1,743
36328,0.32,55.0,62.0,4.42,4.39,2.73,Premium,G,VVS2,936
16956,1.04,57.0,61.6,6.49,6.54,4.01,Ideal,G,VS2,6773
12827,1.05,56.0,61.9,6.48,6.5,4.02,Ideal,F,SI2,5347
12827,1.05,56.0,61.9,6.48,6.5,4.02,Ideal,F,SI2,5347
48729,0.52,55.0,61.9,5.16,5.14,3.19,Ideal,G,VVS2,2012
39430,0.41,56.0,62.1,4.76,4.74,2.95,Ideal,F,VS1,1076
39430,0.41,56.0,62.1,4.76,4.74,2.95,Ideal,F,VS1,1076
17417,1.45,58.0,62.6,7.28,7.16,4.52,Very Good,J,VS2,6980
17417,1.45,58.0,62.6,7.28,7.16,4.52,Very Good,J,VS2,6980
17417,1.45,58.0,62.6,7.28,7.16,4.52,Very Good,J,VS2,6980
52433,0.7,56.0,62.6,5.65,5.69,3.55,Very Good,E,VS2,2513
10968,1.08,58.0,60.6,6.58,6.73,4.03,Very Good,G,SI1,4906
2428,0.73,56.0,62.1,5.77,5.8,3.59,Ideal,D,VS2,3182
14031,1.01,54.0,63.1,6.39,6.35,4.02,Very Good,D,SI2,5703
38232,0.7983089555010006,59.0,62.7,4.74,4.7,2.96,Ideal,H,VS1,1017
35987,0.42,55.0,62.4,4.78,4.81,2.99,Very Good,H,VVS2,921
5252,1.24,60.0,63.1,6.79,6.74,4.27,Very Good,J,SI2,3791
11293,1.0,60.0,60.7,6.55,6.49,3.537891143452734,Very Good,H,VS2,4978
47683,0.51,62.0,62.0,5.09,5.04,3.14,Premium,E,VVS2,1882
47683,0.51,62.0,62.0,5.09,5.04,3.14,Premium,E,VVS2,1882
2659,0.8,57.0,63.1,5.87,5.92,3.72,Very Good,H,VS2,3235
2659,0.8,57.0,63.1,5.87,5.92,3.72,Very Good,H,VS2,3235
12153,1.23,56.0,62.1,6.84,6.88,4.26,Ideal,I,SI2,5175
10453,1.0,56.0,62.1,6.48,6.38,3.99,Premium,H,SI1,4788
43244,0.7983089555010006,56.0,62.0,4.78,4.84,2.98,Ideal,E,VVS1,1400
43244,0.7983089555010006,56.0,62.0,4.78,4.84,2.98,Ideal,E,VVS1,1400
4315,0.7983089555010006,57.0,61.7,5.87,5.93,3.64,Ideal,D,VS2,3595
15768,1.18,56.0,62.3,6.76,5.734447312568118,4.21,Ideal,I,VS2,6304
15768,1.18,56.0,62.3,6.76,5.734447312568118,4.21,Ideal,I,VS2,6304
22544,1.23,55.0,63.0,6.89,6.79,4.31,Ideal,F,VVS2,10580
49937,0.7,56.0,62.6,5.66,5.69,3.55,Ideal,I,SI1,2187
37162,0.32,57.0,62.3,4.41,4.39,2.74,Ideal,D,VS2,972
20887,1.51,58.0,62.3,7.31,7.35,4.57,Very Good,H,SI1,9107
22679,1.56,54.0,62.4,7.48,7.43,4.65,Ideal,H,SI1,10728
13906,1.08,57.0,61.76785962072156,6.57,6.54,4.07,Ideal,G,VS2,5661
46338,0.58,55.0,61.5,5.39,5.34,3.3,Ideal,E,SI1,1758
6694,0.31,56.0,61.7,4.34,4.38,2.69,Ideal,G,SI2,408
25485,2.16,56.0,63.6,8.18,5.734447312568118,5.18,Good,I,VS2,14266
50155,0.54,55.0,61.2,5.729355091583495,5.27,3.22,Ideal,F,VVS2,2216
33515,0.42,54.0,63.5,4.76,4.72,3.01,Very Good,I,SI1,829
53391,0.78,56.0,62.7,5.88,5.83,3.67,Ideal,E,SI1,2664
6627,1.28,62.0,61.76785962072156,7.22,7.16,4.08,Good,H,SI2,4086
1792,0.7,55.0,62.5,5.65,5.71,3.55,Very Good,D,VS2,3052
22342,1.52,60.0,60.7,7.4,7.42,4.5,Ideal,I,VS1,10392
22342,1.52,60.0,60.7,7.4,7.42,4.5,Ideal,I,VS1,10392
944,0.79,59.0,61.76785962072156,5.93,5.96,3.67,Ideal,I,VS1,2888
53476,0.71,58.0,63.2,5.65,5.68,3.58,Very Good,D,SI1,2681
31009,0.35,56.0,62.2,4.52,4.48,2.8,Ideal,F,SI1,748
4658,1.12,57.0,64.6,6.5,6.47,4.19,Fair,I,SI2,3669
38897,0.7983089555010006,55.0,61.4,4.81,4.83,2.96,Ideal,H,VVS1,1052
31859,0.3,57.42490893754073,60.6,5.729355091583495,4.33,2.63,Premium,H,VVS2,776
30542,0.31,58.0,61.9,4.31,4.32,2.67,Premium,E,VS1,734
20563,0.7983089555010006,58.0,61.6,7.02,6.98,4.31,Premium,G,VS2,8874
35615,0.3,59.0,61.7,4.26,4.3,2.64,Premium,I,VS1,473
29839,0.7983089555010006,54.0,62.5,4.29,4.32,2.69,Ideal,D,VS2,710
32648,0.31,57.42490893754073,62.6,4.37,4.32,2.72,Ideal,H,VVS2,802
5915,1.02,57.0,62.1,6.46,6.43,4.0,Ideal,J,VVS2,3936
31499,0.34,57.0,62.5,4.5,4.46,3.537891143452734,Ideal,G,VS2,765
6036,0.25,57.0,60.9,4.06,4.09,2.48,Ideal,F,VVS1,575
25897,1.51,58.0,60.1,7.57,7.51,4.53,Premium,E,VS2,15025
53893,0.7,55.0,62.0,5.74,5.71,3.55,Ideal,F,VS1,2751
53893,0.7,55.0,62.0,5.74,5.71,3.55,Ideal,F,VS1,2751
53893,0.7,55.0,62.0,5.74,5.71,3.55,Ideal,F,VS1,2751
53893,0.7,55.0,62.0,5.74,5.71,3.55,Ideal,F,VS1,2751
23370,0.33,56.0,62.9,4.43,4.41,2.78,Ideal,D,SI2,631
41232,0.43,55.0,61.9,4.85,4.87,3.01,Ideal,D,VS1,1207
43362,0.58,54.1,61.7,5.37,5.4,3.32,Very Good,I,VS2,1408
18466,1.29,55.0,61.8,6.99,5.734447312568118,4.31,Ideal,H,SI1,7513
29477,0.32,56.0,61.3,4.4,4.44,2.71,Ideal,F,VS1,702
42323,0.41,55.0,62.3,4.76,4.77,2.97,Ideal,D,VVS2,1295
22263,1.54,58.0,62.7,7.37,7.3,4.6,Premium,E,SI1,10314
22263,1.54,58.0,62.7,7.37,7.3,4.6,Premium,E,SI1,10314
47939,0.6,61.0,59.9,5.53,5.734447312568118,3.3,Ideal,E,VS2,1915
19760,1.01,60.0,62.0,6.36,6.39,3.95,Very Good,F,VS2,8330
28421,0.3,57.0,62.5,4.26,4.28,2.67,Very Good,D,VS2,670
19770,1.04,59.0,62.3,6.48,6.39,4.01,Premium,D,VS1,8341
19770,1.04,59.0,62.3,6.48,6.39,4.01,Premium,D,VS1,8341
28738,0.31,60.0,61.3,4.32,4.39,2.67,Premium,E,VS2,680
47749,0.54,58.0,61.7,5.16,5.24,3.21,Very Good,D,VS2,1892
17081,1.32,57.0,62.1,6.99,7.09,4.37,Very Good,I,SI1,6810
12809,0.91,59.0,62.0,6.19,6.16,3.83,Very Good,D,SI1,5342
22900,1.51,60.0,62.4,7.34,7.27,4.56,Premium,H,VS1,10939
22900,1.51,60.0,62.4,7.34,7.27,4.56,Premium,H,VS1,10939
49060,0.7,62.0,59.4,5.77,5.82,3.44,Very Good,I,SI1,2058
36610,0.32,55.0,61.7,4.38,4.4,2.71,Ideal,D,SI2,477
45601,0.47,62.0,64.0,4.9,4.97,3.16,Good,E,VVS1,1690
39869,0.3,57.0,61.2,4.33,4.36,2.66,Ideal,E,SI1,1102
24222,0.7983089555010006,57.0,61.4,7.63,7.74,4.72,Ideal,H,SI1,12416
20267,1.74,57.0,59.7,7.88,7.8,4.68,Premium,J,SI2,8690
26180,1.52,58.0,61.0,7.42,7.39,4.52,Premium,F,VS1,15522
12053,0.34,57.42490893754073,61.76785962072156,4.45,4.51,2.76,Premium,G,SI1,596
12053,0.34,57.42490893754073,61.76785962072156,4.45,4.51,2.76,Premium,G,SI1,596
8687,1.03,60.0,60.7,6.5,6.55,3.96,Ideal,I,SI1,4458
47513,0.67,55.0,62.9,5.56,5.6,3.51,Very Good,H,VS2,1867
47513,0.67,55.0,62.9,5.56,5.6,3.51,Very Good,H,VS2,1867
38905,0.33,58.0,60.1,4.51,4.47,2.7,Premium,E,VVS1,1052
34664,0.31,54.0,62.4,4.35,4.31,2.7,Ideal,E,VS2,872
22512,1.57,56.0,61.4,7.52,7.44,4.59,Ideal,E,SI2,10550
13701,1.0,57.42490893754073,61.6,6.41,6.38,3.94,Premium,E,SI1,5600
41778,0.35,58.0,60.8,4.55,4.53,2.76,Premium,D,VVS1,1247
29818,0.3,59.0,63.3,4.25,4.22,2.68,Very Good,D,SI1,709
36730,0.32,58.0,60.5,4.42,5.734447312568118,2.69,Ideal,E,VVS1,954
32359,0.7983089555010006,57.42490893754073,62.0,4.54,4.56,2.82,Premium,E,VS2,789
15208,1.01,58.0,62.4,6.41,6.38,3.99,Premium,G,VS2,6108
1569,0.91,59.0,62.8,6.09,6.14,3.84,Very Good,G,SI2,3006
47206,0.5,55.0,62.1,5.05,5.09,3.537891143452734,Ideal,G,VVS2,1838
22344,1.13,57.0,61.6,6.66,6.75,4.13,Ideal,G,VVS2,10396
3855,0.72,57.0,61.2,5.76,5.79,3.53,Ideal,G,VS1,3478
19418,1.24,59.0,61.7,6.85,6.89,4.24,Very Good,E,SI1,8073
51435,0.55,56.0,61.9,5.25,5.29,3.26,Ideal,E,VVS2,2374
39339,0.47,60.0,58.7,5.13,5.09,3.0,Premium,E,SI2,1072
31946,0.3,58.0,62.5,4.32,5.734447312568118,2.69,Premium,F,VS2,776
51146,0.7,58.0,61.8,5.7,5.75,3.54,Ideal,F,SI1,2343
52084,0.77,57.42490893754073,60.9,5.89,5.87,3.58,Ideal,H,SI1,2457
52084,0.77,57.42490893754073,60.9,5.89,5.87,3.58,Ideal,H,SI1,2457
26327,0.7983089555010006,59.0,63.6,7.95,8.0,5.07,Good,G,SI2,15832
11360,1.0,54.0,62.0,6.43,6.47,4.0,Very Good,H,SI1,4995
8005,1.01,58.0,61.0,6.48,6.43,3.94,Premium,G,SI2,4327
4288,0.97,61.0,60.4,6.4,6.37,3.86,Ideal,D,SI1,3585
4288,0.97,61.0,60.4,6.4,6.37,3.86,Ideal,D,SI1,3585
4288,0.97,61.0,60.4,6.4,6.37,3.86,Ideal,D,SI1,3585
49097,0.51,59.0,59.6,5.2,5.24,3.11,Ideal,H,IF,2063
49097,0.51,59.0,59.6,5.2,5.24,3.11,Ideal,H,IF,2063
28376,0.24,62.0,59.5,4.06,4.04,2.41,Premium,D,VVS2,668
8713,0.37,56.0,61.4,4.63,4.65,2.85,Ideal,G,SI1,586
8713,0.37,56.0,61.4,4.63,4.65,2.85,Ideal,G,SI1,586
878,1.0,56.0,61.7,6.45,6.41,3.97,Ideal,I,SI2,2873
47224,0.71,57.0,62.8,5.68,5.63,3.55,Ideal,G,SI2,1840
2101,0.7,60.0,60.3,5.69,5.75,3.45,Good,E,VS2,3115
18871,1.64,59.0,62.6,7.45,7.51,4.68,Very Good,J,SI1,7739
31102,0.34,58.0,61.0,4.49,4.53,2.75,Ideal,D,VS2,753
51131,0.72,55.0,61.7,5.77,5.81,3.57,Ideal,F,SI2,2340
5352,0.74,55.0,61.7,5.79,5.85,3.59,Ideal,D,VS1,3813
13386,0.39,60.0,65.6,4.5,4.56,2.97,Fair,E,SI1,601
30424,0.7983089555010006,57.0,62.6,4.34,4.38,2.73,Ideal,G,VVS2,730
43536,0.51,56.0,61.6,5.13,5.18,3.537891143452734,Ideal,G,VS2,1427
23054,1.51,60.0,64.9,7.14,7.2,3.537891143452734,Good,D,SI1,11087
30632,0.31,55.0,62.7,4.31,4.34,2.71,Ideal,D,VS2,734
51497,0.7983089555010006,59.0,65.8,5.58,5.48,3.64,Fair,F,VS1,2381
5457,0.63,53.0,61.2,5.55,5.6,3.41,Ideal,D,IF,3832
6677,1.22,60.0,66.2,5.729355091583495,6.56,4.36,Fair,I,SI1,4099
53099,0.71,57.42490893754073,61.8,5.7,5.73,3.53,Ideal,I,VS2,2614
53099,0.71,57.42490893754073,61.8,5.7,5.73,3.53,Ideal,I,VS2,2614
18949,1.01,57.0,60.7,6.52,6.49,3.95,Ideal,F,VS1,7792
22804,1.55,57.0,62.7,7.42,7.36,4.63,Premium,H,VS2,10827
21865,1.01,60.0,61.7,6.32,6.35,3.91,Very Good,E,VVS2,9930
22070,1.57,56.0,61.5,7.56,7.49,4.63,Ideal,I,VS2,10093
40662,0.5,53.0,62.2,5.06,5.14,3.17,Ideal,H,SI1,1154
40662,0.5,53.0,62.2,5.06,5.14,3.17,Ideal,H,SI1,1154
13077,1.06,59.0,60.7,6.56,6.63,4.0,Very Good,H,VS2,5415
17638,1.36,56.0,61.9,7.17,7.08,4.41,Premium,I,VS2,7104
9624,1.2,56.0,63.3,6.75,6.72,4.26,Very Good,H,SI1,4637
13684,1.01,57.0,63.2,6.3,6.35,4.0,Good,G,VS2,5599
31170,0.41,60.0,61.0,4.77,4.81,2.92,Premium,F,SI1,755
41518,0.55,62.2,58.5,5.39,5.4,3.16,Very Good,I,VS2,1235
15666,1.01,56.0,63.8,6.27,6.34,4.02,Good,G,VS1,6283
22522,1.53,55.0,61.5,7.4,7.42,4.56,Ideal,I,VS1,10560
50238,0.51,56.0,61.4,5.14,5.16,3.16,Ideal,E,VS1,2233
4419,0.71,56.0,62.0,5.729355091583495,5.74,3.55,Very Good,F,VVS2,3612
21373,0.34,59.0,62.7,4.42,4.45,2.78,Premium,D,SI1,626
46980,0.57,54.0,61.76785962072156,5.41,5.35,3.3,Premium,F,VS1,1815
2831,0.7,54.0,63.3,5.6,5.734447312568118,3.56,Good,D,VVS2,3267
1479,0.77,58.0,62.8,5.78,5.84,3.65,Very Good,G,VS1,2986
32872,0.38,55.0,64.1,4.58,4.62,2.95,Good,D,VS2,809
35925,0.43,57.0,61.9,4.86,4.83,3.0,Ideal,E,SI2,919
35925,0.43,57.0,61.9,4.86,4.83,3.0,Ideal,E,SI2,919
40894,0.42,57.0,60.6,4.84,4.86,2.94,Ideal,E,VS1,1177
2877,1.25,56.0,60.9,6.95,6.91,4.22,Ideal,E,I1,3276
18922,1.77,56.0,62.0,7.78,5.734447312568118,4.81,Ideal,J,SI2,7771
8330,1.09,62.0,61.2,6.63,6.58,4.04,Premium,H,SI2,4395
8330,1.09,62.0,61.2,6.63,6.58,4.04,Premium,H,SI2,4395
17543,1.14,55.0,62.0,6.71,6.72,4.16,Ideal,G,VS2,7059
25412,2.14,57.0,60.7,8.34,8.4,5.08,Ideal,I,SI2,14138
33985,0.42,56.0,62.2,4.8,4.82,2.99,Ideal,G,VS2,847
52644,0.24,58.0,60.3,4.03,4.06,2.44,Very Good,E,VVS2,552
30594,0.31,55.0,62.0,4.36,4.38,3.537891143452734,Ideal,D,SI1,734
6391,0.77,59.0,59.4,5.96,6.0,3.55,Premium,D,VS1,4037
23233,1.31,56.0,61.7,7.04,7.02,4.34,Ideal,F,VS1,11237
48164,0.57,57.42490893754073,62.1,5.36,5.41,3.34,Ideal,E,VS1,1942
28085,0.3,54.0,63.4,4.31,4.27,2.72,Very Good,D,SI1,662
28085,0.3,54.0,63.4,4.31,4.27,2.72,Very Good,D,SI1,662
51397,0.72,57.0,63.5,5.66,5.68,3.6,Very Good,I,VS1,2369
38737,0.7983089555010006,56.0,62.5,4.42,4.38,2.75,Ideal,E,VVS1,1044
38737,0.7983089555010006,56.0,62.5,4.42,4.38,2.75,Ideal,E,VVS1,1044
29510,0.32,57.0,61.3,4.42,4.45,2.72,Ideal,E,VS2,702
21088,1.51,56.0,63.1,7.2,7.28,4.57,Good,G,SI1,9258
8260,0.9,58.0,61.76785962072156,6.18,6.23,3.81,Very Good,F,SI1,4379
46488,0.46,56.0,62.2,4.94,4.97,3.08,Very Good,D,VVS1,1778
14511,1.14,57.0,60.4,6.78,6.83,4.11,Ideal,H,SI1,5861
14511,1.14,57.0,60.4,6.78,6.83,4.11,Ideal,H,SI1,5861
14511,1.14,57.0,60.4,6.78,6.83,4.11,Ideal,H,SI1,5861
2546,0.7,62.0,59.9,5.69,5.74,3.42,Good,F,VVS1,3206
23984,1.56,57.42490893754073,60.7,7.49,7.53,4.56,Ideal,H,VS2,12146
23984,1.56,57.42490893754073,60.7,7.49,7.53,4.56,Ideal,H,VS2,12146
5481,1.02,62.0,57.5,6.6,6.62,3.8,Good,D,SI2,3839
4958,0.9,59.0,63.2,6.05,6.1,3.84,Good,G,SI1,3734
16733,0.41,54.0,61.76785962072156,4.7,5.734447312568118,3.0,Good,G,SI2,611
8762,0.9,57.0,62.6,6.07,6.19,3.84,Good,F,VS2,4466
12609,1.21,57.0,62.7,6.74,6.81,4.25,Very Good,F,SI2,5290
25879,1.51,57.0,61.8,7.31,7.36,4.53,Ideal,G,VVS2,14982
31123,0.43,58.0,60.4,4.87,4.9,2.95,Very Good,G,SI1,754
20265,1.71,58.0,62.9,7.58,7.64,4.79,Very Good,J,SI1,8690
40167,0.38,57.0,61.0,4.69,4.72,3.537891143452734,Ideal,F,VVS2,1117
40167,0.38,57.0,61.0,4.69,4.72,3.537891143452734,Ideal,F,VVS2,1117
1881,0.78,58.0,61.7,5.87,5.92,3.64,Ideal,G,VS2,3074
1881,0.78,58.0,61.7,5.87,5.92,3.64,Ideal,G,VS2,3074
5435,0.77,56.0,61.0,5.729355091583495,5.94,3.62,Ideal,E,SI1,3827
3741,0.3,60.0,61.7,4.28,4.31,2.65,Premium,E,SI1,570
19715,1.61,57.0,61.9,7.44,7.48,4.62,Very Good,G,SI2,8288
28207,0.4,62.0,62.1,4.7,4.73,2.93,Very Good,H,SI1,666
9721,1.01,55.0,61.4,6.46,6.5,3.98,Ideal,G,SI1,4653
9721,1.01,55.0,61.4,6.46,6.5,3.98,Ideal,G,SI1,4653
9721,1.01,55.0,61.4,6.46,6.5,3.98,Ideal,G,SI1,4653
5264,0.72,56.0,61.7,5.73,5.77,3.55,Ideal,F,VVS1,3795
38064,0.36,57.0,60.1,4.67,4.62,2.79,Ideal,F,VS1,1013
14649,1.0,56.0,61.3,6.44,6.41,3.94,Ideal,F,VVS2,5914
2969,0.78,56.0,58.5,6.08,6.12,3.57,Very Good,D,VS2,3298
44302,0.56,56.0,63.9,5.2,5.26,3.34,Very Good,D,SI1,1578
4862,0.75,56.0,61.1,5.85,5.9,3.59,Ideal,D,SI1,3712
6470,0.9,57.0,63.3,6.1,6.16,3.88,Very Good,F,SI1,4054
49177,0.72,59.0,64.0,5.63,5.59,3.59,Good,G,SI1,2074
32740,0.33,57.0,60.0,4.5,4.47,2.69,Ideal,E,SI1,802
2113,0.7983089555010006,57.0,61.7,6.14,6.09,3.77,Ideal,H,VS2,3118
34936,0.23,58.0,63.2,3.86,3.89,2.45,Good,F,VS1,376
34936,0.23,58.0,63.2,3.86,3.89,2.45,Good,F,VS1,376
33869,0.3,56.0,62.0,4.34,4.31,2.68,Ideal,E,VS2,844
26633,2.11,56.0,62.7,8.25,8.18,5.14,Ideal,D,SI2,16404
21324,1.51,60.0,60.9,7.46,7.33,4.5,Premium,I,VS2,9471
21324,1.51,60.0,60.9,7.46,7.33,4.5,Premium,I,VS2,9471
19019,1.01,59.0,60.7,6.4,6.46,3.9,Very Good,F,VVS2,7835
29435,0.38,55.0,62.8,4.64,4.66,2.92,Ideal,H,VS2,700
38927,0.38,59.0,60.0,4.66,4.68,2.8,Very Good,E,VVS1,1053
27450,1.51,61.0,60.5,7.5,7.4,4.45,Premium,F,IF,18102
48461,0.56,56.0,61.6,5.29,5.32,3.27,Ideal,G,VVS2,1976
12373,0.4,55.0,62.8,4.7,4.73,2.96,Ideal,F,SI2,597
35421,0.4,61.0,61.1,4.76,4.7,2.89,Premium,G,SI1,900
43211,0.51,55.0,61.2,5.13,5.16,3.15,Very Good,G,VS2,1397
29647,0.35,56.0,62.6,4.49,4.52,2.82,Ideal,F,VS2,706
30940,0.24,56.0,62.3,3.99,4.02,2.49,Very Good,H,VVS1,449
30940,0.24,56.0,62.3,3.99,4.02,2.49,Very Good,H,VVS1,449
30390,0.33,53.0,62.1,4.48,4.5,2.79,Ideal,H,VVS1,730
26719,0.32,55.0,63.2,4.37,4.39,2.77,Good,G,VS1,645
41334,0.36,55.0,62.2,4.62,4.57,2.86,Ideal,F,IF,1215
24393,0.7983089555010006,55.0,62.1,6.96,7.04,4.35,Ideal,F,VVS2,12629
52803,0.94,55.0,61.5,6.34,6.37,3.91,Ideal,F,I1,2571
8688,1.07,57.0,62.1,6.53,6.49,4.04,Ideal,H,VS2,4458
28456,0.33,56.0,63.0,4.42,4.47,2.8,Very Good,G,VVS2,672
28456,0.33,56.0,63.0,4.42,4.47,2.8,Very Good,G,VVS2,672
28456,0.33,56.0,63.0,4.42,4.47,2.8,Very Good,G,VVS2,672
30106,0.32,59.0,61.0,4.46,4.42,2.71,Premium,G,VS2,720
42554,0.42,58.0,60.5,4.81,4.84,2.92,Premium,F,VVS1,1326
20021,0.32,61.0,61.6,4.36,4.4,2.7,Very Good,I,SI1,421
37539,0.7983089555010006,57.42490893754073,61.7,4.7,4.73,2.91,Ideal,F,VVS2,988
37539,0.7983089555010006,57.42490893754073,61.7,4.7,4.73,2.91,Ideal,F,VVS2,988
11455,0.7983089555010006,57.0,62.0,6.96,6.92,4.3,Ideal,J,VS1,5008
11455,0.7983089555010006,57.0,62.0,6.96,6.92,4.3,Ideal,J,VS1,5008
15947,1.18,54.0,59.7,6.92,6.99,4.15,Ideal,I,VVS1,6378
